Attrition,BusinessTravel,Department,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,YearsSinceLastPromotion,Attrition_bin,OverTime_bin,BusinessTravel_ord
No,Travel_Rarely,Sales,3,2,2,4,5171,No,17,4,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,1,5,4,19740,No,14,2,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,1,2,5,3,18711,No,13,3,1,4,0,0,0,1
No,Travel_Frequently,Research & Development,3,3,1,2,3692,No,12,3,0,2,0,0,0,2
No,Travel_Rarely,Research & Development,4,4,1,2,2559,No,11,3,0,2,0,0,0,1
No,Travel_Rarely,Research & Development,1,3,1,3,2517,No,11,2,3,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,3,2,4,6623,Yes,11,2,2,3,1,0,1,1
No,Travel_Rarely,Research & Development,4,2,5,4,18265,No,12,3,0,4,0,0,0,1
No,Travel_Rarely,Research & Development,4,2,4,4,16124,No,14,2,2,2,1,0,0,1
No,Travel_Rarely,Research & Development,3,4,1,3,2585,No,17,4,0,2,0,0,0,1
No,Travel_Rarely,Sales,2,3,5,2,18213,No,11,3,1,3,3,0,0,1
No,Travel_Rarely,Sales,4,4,3,3,8380,Yes,14,4,2,3,0,0,1,1
No,Travel_Rarely,Research & Development,2,4,1,4,2994,Yes,12,4,0,3,0,0,1,1
No,Travel_Rarely,Research & Development,4,3,1,3,1223,No,22,4,1,3,0,0,0,1
Yes,Travel_Frequently,Sales,3,1,1,4,1118,Yes,14,4,0,3,1,1,1,2
No,Travel_Rarely,Research & Development,3,3,1,4,2875,Yes,20,2,0,2,2,0,1,1
Yes,Travel_Rarely,Sales,1,1,5,2,18824,Yes,16,1,0,3,1,1,1,1
No,Non-Travel,Research & Development,4,2,4,2,13577,Yes,15,4,1,3,15,0,1,0
Yes,Travel_Frequently,Research & Development,1,2,1,3,2625,No,20,3,0,1,2,1,0,2
No,Travel_Rarely,Sales,4,2,5,2,18789,No,14,3,1,3,0,0,0,1
No,Travel_Rarely,Sales,3,3,2,1,4538,Yes,12,4,0,3,0,0,1,1
No,Travel_Frequently,Sales,4,3,5,2,19847,Yes,24,1,1,2,11,0,1,2
No,Travel_Rarely,Research & Development,4,3,3,4,10512,No,12,4,0,2,5,0,0,1
No,Travel_Frequently,Research & Development,3,3,2,2,4444,No,13,3,2,4,5,0,0,2
No,Travel_Frequently,Research & Development,4,3,1,3,2154,Yes,11,3,0,2,0,0,1,2
No,Travel_Rarely,Research & Development,3,4,5,1,19190,No,14,4,2,2,14,0,0,1
No,Travel_Frequently,Human Resources,3,2,2,2,4490,No,11,4,2,4,1,0,0,2
No,Travel_Rarely,Research & Development,3,3,1,3,3506,Yes,14,4,0,3,2,0,1,1
No,Travel_Rarely,Research & Development,2,4,2,2,2372,Yes,16,4,0,3,0,0,1,1
No,Travel_Rarely,Sales,4,2,3,4,10231,No,14,4,0,4,15,0,0,1
No,Travel_Rarely,Research & Development,3,3,2,2,5410,Yes,11,4,0,3,5,0,1,1
Yes,Travel_Rarely,Research & Development,1,3,3,4,7978,No,11,4,1,3,0,1,0,1
No,Travel_Frequently,Research & Development,4,2,1,4,3867,Yes,12,2,1,3,2,0,1,2
No,Travel_Frequently,Research & Development,2,2,1,3,2838,No,14,2,0,2,7,0,0,2
No,Non-Travel,Research & Development,3,3,2,3,4695,Yes,18,3,0,3,1,0,1,0
Yes,Travel_Rarely,Research & Development,2,3,1,3,3339,Yes,13,1,2,3,7,1,1,1
No,Travel_Rarely,Research & Development,4,3,1,1,2080,No,11,2,0,2,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,2,2096,No,18,4,0,2,2,0,0,1
No,Travel_Rarely,Sales,3,4,2,4,6209,No,15,3,2,4,0,0,0,1
No,Travel_Frequently,Research & Development,2,3,5,2,18061,No,22,3,0,3,0,0,0,2
No,Travel_Rarely,Research & Development,3,2,4,2,17123,Yes,13,4,2,3,15,0,1,1
No,Travel_Rarely,Research & Development,1,3,1,3,2372,No,12,4,2,3,2,0,0,1
Yes,Travel_Rarely,Research & Development,4,3,2,3,4883,No,18,1,1,3,1,1,0,1
Yes,Travel_Rarely,Research & Development,3,3,1,1,3904,No,13,1,0,3,0,1,0,1
No,Travel_Rarely,Research & Development,1,2,2,4,4627,No,12,1,1,3,6,0,0,1
No,Travel_Rarely,Research & Development,4,3,3,3,7094,No,12,1,0,3,1,0,0,1
No,Travel_Rarely,Human Resources,4,3,1,1,3423,No,12,3,0,4,5,0,0,1
No,Non-Travel,Research & Development,3,1,2,4,6674,No,11,1,3,3,7,0,0,0
No,Travel_Rarely,Research & Development,4,3,4,1,16880,Yes,11,2,0,3,1,0,1,1
Yes,Travel_Rarely,Sales,4,2,3,2,9094,Yes,12,3,0,3,1,1,1,1
Yes,Travel_Rarely,Sales,2,3,3,2,8446,Yes,19,3,0,2,7,1,1,1
No,Travel_Rarely,Research & Development,2,3,3,1,11916,Yes,23,4,2,3,0,0,1,1
No,Travel_Rarely,Research & Development,1,3,2,3,4534,No,11,1,0,3,1,0,0,1
No,Non-Travel,Sales,4,3,3,3,9852,Yes,19,1,1,2,9,0,1,0
No,Non-Travel,Sales,3,1,2,2,6151,No,13,1,0,3,11,0,0,0
Yes,Travel_Frequently,Sales,4,3,1,2,2302,Yes,11,1,0,4,2,1,1,2
Yes,Travel_Rarely,Research & Development,1,3,1,1,2362,No,12,3,0,4,1,1,0,1
No,Non-Travel,Research & Development,3,3,4,3,17861,Yes,13,4,0,2,2,0,1,0
No,Travel_Rarely,Research & Development,4,1,5,3,19187,No,14,4,1,3,9,0,0,1
No,Travel_Rarely,Human Resources,4,3,5,2,19717,No,14,1,0,3,7,0,0,1
No,Non-Travel,Research & Development,3,3,1,3,3544,No,16,2,1,3,0,0,0,0
No,Travel_Rarely,Research & Development,4,3,3,4,8500,No,11,4,1,2,1,0,0,1
No,Travel_Rarely,Research & Development,3,3,2,4,4661,No,13,3,0,3,8,0,0,1
No,Travel_Frequently,Sales,3,3,2,1,4103,No,17,4,1,3,1,0,0,2
No,Travel_Frequently,Research & Development,3,3,2,3,4249,Yes,11,2,0,3,1,0,1,2
No,Travel_Rarely,Human Resources,3,3,4,2,14026,Yes,11,2,1,3,0,0,1,1
No,Travel_Rarely,Sales,2,3,2,1,6893,No,15,4,1,3,1,0,0,1
No,Travel_Rarely,Sales,3,3,2,1,6125,No,12,4,0,4,9,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,4,3669,No,11,3,3,2,1,0,0,1
Yes,Travel_Rarely,Research & Development,3,2,3,1,10008,Yes,14,4,0,2,5,1,1,1
No,Travel_Rarely,Research & Development,2,3,1,2,2387,No,22,3,1,3,0,0,0,1
No,Travel_Frequently,Sales,1,4,2,1,4639,No,16,4,1,2,6,0,0,2
No,Travel_Rarely,Research & Development,4,3,3,4,7898,No,11,3,0,3,0,0,0,1
No,Travel_Rarely,Sales,3,4,1,4,2534,No,14,2,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,4,2,4,2,13142,No,16,2,0,2,0,0,0,1
No,Non-Travel,Research & Development,4,3,1,4,1611,No,15,3,0,4,0,0,0,0
No,Travel_Rarely,Research & Development,4,2,2,4,5363,No,12,2,1,3,0,0,0,1
No,Travel_Frequently,Sales,4,1,2,4,5071,No,20,2,0,3,0,0,0,2
Yes,Travel_Rarely,Sales,1,4,4,3,13695,Yes,17,3,0,2,3,1,1,1
No,Travel_Rarely,Research & Development,4,3,4,2,13402,Yes,12,1,1,3,15,0,1,1
No,Non-Travel,Research & Development,1,2,1,3,2029,No,20,3,3,3,0,0,0,0
No,Travel_Rarely,Research & Development,2,4,2,3,6377,No,20,2,3,3,11,0,0,1
No,Travel_Rarely,Research & Development,2,3,2,3,5429,No,13,1,2,3,7,0,0,1
Yes,Travel_Frequently,Sales,3,2,1,4,2785,No,14,3,0,4,0,1,0,2
Yes,Travel_Frequently,Sales,4,3,2,3,4614,Yes,18,3,1,2,3,1,1,2
No,Travel_Frequently,Research & Development,4,4,1,3,2610,No,11,4,3,3,0,0,0,2
No,Travel_Rarely,Research & Development,3,3,2,4,6687,No,11,4,0,4,4,0,0,1
No,Travel_Rarely,Sales,3,2,2,1,4724,No,11,3,1,3,0,0,0,1
Yes,Travel_Rarely,Research & Development,4,3,2,3,6179,Yes,15,4,2,2,6,1,1,1
No,Travel_Rarely,Sales,1,2,2,4,6120,Yes,12,4,2,4,1,0,1,1
No,Travel_Frequently,Sales,2,3,3,2,10596,No,11,2,0,3,3,0,0,2
No,Travel_Frequently,Research & Development,4,3,2,4,5467,Yes,14,1,2,2,3,0,1,2
No,Travel_Rarely,Research & Development,3,3,1,3,2996,Yes,15,4,0,3,1,0,1,1
No,Travel_Frequently,Sales,2,3,2,4,9998,No,13,1,0,4,1,0,0,2
No,Travel_Rarely,Sales,3,3,2,2,4078,Yes,13,1,3,2,1,0,1,1
No,Non-Travel,Research & Development,3,3,3,3,10920,No,21,2,1,3,0,0,0,0
No,Travel_Rarely,Sales,1,4,2,3,6232,No,11,2,0,2,1,0,0,1
No,Travel_Frequently,Research & Development,4,4,4,3,13247,Yes,11,2,1,2,0,0,1,2
No,Travel_Rarely,Research & Development,1,2,2,3,4081,Yes,14,1,0,1,1,0,1,1
No,Travel_Rarely,Sales,4,2,2,4,5769,Yes,11,4,0,3,4,0,1,1
Yes,Travel_Rarely,Research & Development,4,3,1,3,2394,Yes,13,4,0,3,7,1,1,1
No,Travel_Rarely,Research & Development,1,2,1,4,3904,No,12,4,0,3,1,0,0,1
No,Travel_Rarely,Human Resources,3,3,4,1,16799,No,14,3,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,3,1,1,2950,No,13,3,0,1,0,0,0,1
No,Travel_Rarely,Research & Development,1,3,1,3,3629,No,18,1,0,3,0,0,0,1
No,Travel_Frequently,Research & Development,3,3,3,4,9362,No,11,3,0,3,2,0,0,2
No,Travel_Rarely,Research & Development,1,3,1,4,3229,No,11,2,1,2,0,0,0,1
No,Travel_Rarely,Research & Development,3,4,1,1,3578,No,12,4,0,3,0,0,0,1
No,Travel_Rarely,Human Resources,2,2,3,1,7988,No,13,1,0,2,0,0,0,1
Yes,Travel_Frequently,Research & Development,1,2,2,1,4284,No,20,1,0,3,1,1,0,2
Yes,Travel_Frequently,Research & Development,3,3,3,4,7553,Yes,12,1,0,3,7,1,1,2
No,Travel_Rarely,Research & Development,4,3,4,4,17328,No,19,4,0,2,12,0,0,1
No,Travel_Rarely,Research & Development,4,3,5,1,19701,Yes,21,3,1,3,1,0,1,1
No,Travel_Rarely,Research & Development,2,4,4,4,14732,No,13,4,2,4,0,0,0,1
No,Travel_Rarely,Sales,1,3,2,2,9278,Yes,16,4,0,3,0,0,1,1
Yes,Travel_Frequently,Sales,2,1,1,3,1359,No,12,2,0,3,0,1,0,2
No,Travel_Rarely,Sales,4,3,2,1,4779,No,14,2,2,3,0,0,0,1
No,Travel_Rarely,Research & Development,1,3,4,2,16422,No,11,3,0,4,1,0,0,1
No,Travel_Frequently,Research & Development,4,3,1,1,2996,No,14,3,2,3,1,0,0,2
Yes,Travel_Rarely,Research & Development,1,2,1,2,1261,No,12,3,0,4,0,1,0,1
No,Travel_Rarely,Research & Development,2,3,1,1,2099,No,14,2,0,4,1,0,0,1
No,Travel_Rarely,Research & Development,1,2,2,4,5810,No,16,3,0,2,1,0,0,1
No,Travel_Rarely,Sales,3,2,2,1,5647,No,13,1,2,2,0,0,0,1
No,Travel_Rarely,Research & Development,1,3,1,4,3420,No,12,3,1,2,1,0,0,1
Yes,Travel_Rarely,Sales,1,2,1,1,4400,No,12,1,0,3,2,1,0,1
No,Non-Travel,Research & Development,3,4,1,3,3500,No,14,1,0,1,1,0,0,0
No,Travel_Rarely,Research & Development,1,3,1,1,2066,No,22,4,1,4,1,0,0,1
No,Travel_Rarely,Research & Development,1,3,4,3,17169,No,19,2,2,4,5,0,0,1
No,Travel_Rarely,Sales,4,3,2,3,4162,Yes,12,3,2,3,0,0,1,1
No,Travel_Rarely,Sales,4,3,2,4,9204,No,12,3,1,2,0,0,0,1
No,Travel_Rarely,Research & Development,4,2,1,2,3294,No,17,1,1,2,0,0,0,1
No,Travel_Rarely,Research & Development,2,4,1,3,2127,Yes,12,1,0,2,0,0,1,1
No,Non-Travel,Research & Development,3,3,2,3,3975,No,11,3,2,4,0,0,0,0
No,Travel_Rarely,Sales,1,3,3,4,10793,No,18,1,1,3,9,0,0,1
Yes,Travel_Rarely,Sales,1,3,3,4,10096,No,11,1,1,4,4,1,0,1
Yes,Non-Travel,Research & Development,1,2,1,1,3646,Yes,23,2,0,4,0,1,1,0
Yes,Travel_Frequently,Research & Development,3,4,3,2,7446,No,11,1,0,3,4,1,0,2
No,Travel_Rarely,Research & Development,2,1,3,1,10851,Yes,18,2,1,3,0,0,1,1
No,Travel_Rarely,Human Resources,4,4,1,2,2109,No,18,4,0,3,0,0,0,1
Yes,Travel_Frequently,Research & Development,2,3,1,4,3722,Yes,13,3,1,1,2,1,1,2
No,Travel_Rarely,Research & Development,2,3,3,4,9380,Yes,18,4,2,4,1,0,1,1
No,Travel_Rarely,Sales,3,3,2,1,5486,No,11,1,3,3,2,0,0,1
Yes,Travel_Rarely,Human Resources,1,3,1,3,2742,No,15,4,0,3,2,1,0,1
No,Non-Travel,Research & Development,4,2,3,2,13757,No,11,3,1,3,4,0,0,0
No,Travel_Rarely,Sales,4,3,2,1,8463,No,18,4,0,3,1,0,0,1
No,Non-Travel,Research & Development,3,2,1,3,3162,No,14,4,0,3,0,0,0,0
No,Travel_Rarely,Research & Development,4,4,4,2,16598,No,12,2,0,2,8,0,0,1
No,Travel_Rarely,Research & Development,1,3,2,3,6651,No,14,2,1,2,1,0,0,1
No,Travel_Rarely,Research & Development,3,3,1,3,2345,No,14,3,1,4,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,2,3420,No,13,3,0,2,1,0,0,1
No,Travel_Frequently,Sales,4,3,2,1,4373,No,14,1,2,3,0,0,0,2
No,Travel_Rarely,Sales,4,1,2,1,4759,No,18,4,0,3,3,0,0,1
No,Travel_Rarely,Sales,4,3,2,3,5301,No,15,3,2,2,2,0,0,1
No,Travel_Frequently,Research & Development,1,3,1,4,3673,No,13,3,0,3,5,0,0,2
No,Travel_Frequently,Sales,1,3,2,3,4768,No,12,3,1,2,0,0,0,2
No,Non-Travel,Research & Development,3,3,1,3,1274,No,13,2,2,2,0,0,0,0
No,Travel_Rarely,Research & Development,2,4,2,3,4900,No,24,1,1,2,2,0,0,1
No,Travel_Rarely,Research & Development,3,3,3,2,10466,No,14,2,2,3,0,0,0,1
No,Travel_Frequently,Research & Development,2,3,4,1,17007,No,14,4,2,2,6,0,0,2
Yes,Travel_Frequently,Sales,1,3,1,3,2909,No,15,4,1,4,1,1,0,2
Yes,Travel_Frequently,Sales,1,3,2,2,5765,No,11,1,0,1,0,1,0,2
Yes,Travel_Rarely,Sales,1,2,2,2,4599,Yes,23,3,0,4,10,1,1,1
No,Travel_Rarely,Sales,4,3,1,3,2404,No,13,1,1,3,0,0,0,1
Yes,Travel_Frequently,Research & Development,2,3,1,1,3172,Yes,11,3,0,2,0,1,1,2
No,Non-Travel,Sales,4,3,1,2,2033,No,13,3,1,3,0,0,0,0
No,Travel_Frequently,Research & Development,2,3,3,3,10209,Yes,18,2,0,2,2,0,1,2
No,Travel_Rarely,Sales,3,2,2,3,8620,No,14,3,2,3,0,0,0,1
No,Travel_Rarely,Human Resources,3,3,1,3,2064,No,21,1,1,4,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,2,3,4035,Yes,16,2,0,3,1,0,1,1
No,Travel_Rarely,Research & Development,1,2,1,2,3838,No,11,4,0,3,0,0,0,1
No,Travel_Rarely,Sales,3,3,2,3,4591,Yes,17,3,1,2,1,0,1,1
Yes,Travel_Frequently,Research & Development,3,2,1,1,2561,No,11,3,0,2,0,1,0,2
No,Travel_Rarely,Research & Development,1,2,1,3,1563,No,14,4,1,1,0,0,0,1
No,Travel_Frequently,Sales,3,3,2,1,4898,No,14,4,0,3,1,0,0,2
No,Travel_Rarely,Research & Development,3,2,2,1,4789,No,25,1,1,3,1,0,0,1
No,Travel_Frequently,Research & Development,4,3,1,2,3180,No,13,3,3,3,0,0,0,2
No,Travel_Rarely,Research & Development,3,1,2,2,6549,No,14,2,2,2,1,0,0,1
No,Travel_Rarely,Research & Development,4,3,2,3,6388,Yes,17,1,0,3,0,0,1,1
No,Travel_Rarely,Research & Development,3,3,3,4,11244,No,25,2,0,4,0,0,0,1
No,Travel_Frequently,Research & Development,2,3,4,4,16032,No,20,1,1,3,1,0,0,2
Yes,Travel_Rarely,Research & Development,1,2,1,1,2362,No,13,3,0,1,0,1,0,1
No,Travel_Rarely,Research & Development,4,3,4,1,16328,No,13,3,1,4,14,0,0,1
No,Travel_Rarely,Research & Development,2,3,3,2,8376,No,18,4,0,3,2,0,0,1
No,Travel_Rarely,Sales,3,3,4,2,16606,No,12,4,1,4,5,0,0,1
No,Travel_Rarely,Research & Development,4,2,3,2,8606,No,19,4,0,1,3,0,0,1
No,Travel_Rarely,Research & Development,1,3,2,3,2272,No,14,2,0,3,1,0,0,1
Yes,Travel_Rarely,Research & Development,4,3,1,1,2018,No,14,2,0,1,1,1,0,1
No,Travel_Rarely,Sales,4,2,3,3,7083,Yes,14,4,0,3,8,0,1,1
Yes,Travel_Frequently,Research & Development,4,3,1,3,4084,No,12,1,0,1,7,1,0,2
No,Travel_Frequently,Research & Development,3,1,4,4,14411,Yes,13,4,0,3,13,0,1,2
No,Travel_Rarely,Sales,2,3,1,3,2308,Yes,25,2,1,3,5,0,1,1
No,Travel_Rarely,Research & Development,3,2,1,2,4841,No,14,2,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,1,3,2,4,4285,No,17,1,0,3,3,0,0,1
No,Travel_Rarely,Research & Development,3,1,2,1,9715,No,13,3,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,4,2,2,2,4320,No,13,4,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,4,2132,No,20,4,1,3,0,0,0,1
No,Travel_Frequently,Research & Development,4,3,3,4,10124,Yes,14,3,1,1,13,0,1,2
No,Travel_Rarely,Sales,1,3,2,1,5473,No,12,4,0,4,7,0,0,1
No,Travel_Rarely,Research & Development,2,3,2,3,5207,Yes,12,2,1,3,5,0,1,1
No,Travel_Rarely,Human Resources,3,3,4,4,16437,Yes,21,4,0,3,7,0,1,1
No,Travel_Rarely,Research & Development,3,2,1,1,2296,No,14,2,3,3,0,0,0,1
No,Non-Travel,Research & Development,4,3,2,4,4069,Yes,18,3,0,3,2,0,1,0
No,Travel_Rarely,Research & Development,1,3,3,2,7441,No,12,1,3,3,7,0,0,1
No,Travel_Rarely,Sales,2,2,1,3,2430,No,23,1,2,3,4,0,0,1
No,Travel_Rarely,Research & Development,4,2,2,2,5878,No,12,1,1,3,2,0,0,1
No,Travel_Rarely,Sales,3,3,1,4,2644,Yes,21,4,0,2,1,0,1,1
No,Travel_Rarely,Sales,3,3,2,3,6439,No,14,3,1,3,7,0,0,1
No,Travel_Rarely,Research & Development,3,4,1,3,2451,No,18,1,2,2,0,0,0,1
No,Travel_Rarely,Sales,1,3,2,1,6392,No,13,4,1,1,2,0,0,1
Yes,Travel_Rarely,Sales,2,2,2,1,9714,No,11,4,1,3,6,1,0,1
No,Travel_Frequently,Human Resources,3,3,2,3,6077,No,11,3,0,3,1,0,0,2
No,Travel_Rarely,Research & Development,4,2,1,1,2450,No,19,2,0,3,1,0,0,1
No,Travel_Rarely,Sales,3,3,3,2,9250,No,12,2,1,3,1,0,0,1
Yes,Travel_Rarely,Research & Development,1,3,1,1,2074,Yes,12,4,1,3,0,1,1,1
Yes,Travel_Rarely,Research & Development,3,2,3,4,10169,No,16,2,1,3,1,1,0,1
Yes,Travel_Rarely,Research & Development,3,3,2,2,4855,No,11,1,2,3,1,1,0,1
No,Non-Travel,Research & Development,4,3,2,1,4087,No,14,2,1,2,1,0,0,0
No,Travel_Rarely,Research & Development,3,3,1,1,2367,No,12,4,1,2,7,0,0,1
No,Travel_Rarely,Research & Development,1,3,1,4,2972,No,13,3,0,1,0,0,0,1
No,Travel_Rarely,Sales,3,2,5,4,19586,No,21,3,1,3,2,0,0,1
No,Travel_Rarely,Research & Development,2,3,2,4,5484,No,17,2,1,2,2,0,0,1
No,Travel_Rarely,Research & Development,1,3,1,4,2061,No,21,1,0,3,0,0,0,1
No,Travel_Rarely,Sales,3,3,2,2,9924,No,11,4,1,3,7,0,0,1
No,Travel_Rarely,Sales,2,3,2,2,4198,No,12,2,0,4,1,0,0,1
No,Travel_Rarely,Sales,2,3,2,3,6815,No,13,1,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,2,3,1,1,4723,Yes,18,4,0,3,1,0,1,1
No,Travel_Rarely,Research & Development,1,3,2,3,6142,Yes,16,3,0,3,0,0,1,1
No,Travel_Rarely,Sales,4,4,3,3,8237,No,11,1,1,3,7,0,0,1
No,Travel_Frequently,Research & Development,1,3,2,4,8853,No,19,4,1,4,1,0,0,2
No,Travel_Rarely,Sales,3,3,5,3,19331,Yes,16,3,1,3,0,0,1,1
No,Travel_Rarely,Research & Development,4,4,1,3,2073,No,16,4,1,3,2,0,0,1
No,Travel_Frequently,Research & Development,1,4,2,1,5562,Yes,13,4,1,3,0,0,1,2
No,Travel_Rarely,Research & Development,4,2,5,4,19613,No,22,4,0,3,0,0,0,1
No,Travel_Rarely,Research & Development,2,4,2,3,3407,No,17,4,2,2,6,0,0,1
No,Travel_Frequently,Research & Development,4,2,2,3,5063,No,14,2,1,2,7,0,0,2
No,Travel_Rarely,Sales,4,3,2,1,4639,No,15,3,1,3,1,0,0,1
No,Travel_Rarely,Research & Development,4,4,1,2,4876,No,12,3,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,3,2,1,4,2690,No,18,4,1,2,0,0,0,1
No,Travel_Rarely,Sales,4,4,4,1,17567,No,15,2,0,1,0,0,0,1
Yes,Travel_Rarely,Research & Development,3,3,1,2,2408,Yes,17,3,3,3,0,1,1,1
No,Non-Travel,Research & Development,2,2,1,3,2814,Yes,14,2,0,2,1,0,1,0
No,Travel_Frequently,Research & Development,2,3,4,3,11245,Yes,15,3,1,3,12,0,1,2
No,Travel_Rarely,Research & Development,2,4,1,4,3312,No,17,4,2,3,0,0,0,1
No,Travel_Rarely,Research & Development,2,3,5,4,19049,Yes,14,4,1,2,1,0,1,1
No,Travel_Rarely,Research & Development,2,2,1,2,2141,No,12,2,1,2,1,0,0,1
No,Travel_Rarely,Research & Development,3,1,2,1,5769,Yes,14,1,0,3,1,0,1,1
No,Non-Travel,Sales,1,2,2,1,4385,No,15,1,1,3,4,0,0,0
No,Travel_Frequently,Sales,4,3,2,1,5332,No,13,4,0,3,0,0,0,2
No,Travel_Rarely,Research & Development,3,3,2,3,4663,Yes,12,2,2,3,1,0,1,1
No,Travel_Frequently,Research & Development,3,4,2,4,4724,No,13,1,1,3,7,0,0,2
No,Travel_Rarely,Research & Development,3,3,1,1,3211,No,14,4,1,2,1,0,0,1
No,Travel_Rarely,Research & Development,2,3,2,1,5377,No,13,4,3,3,7,0,0,1
No,Travel_Rarely,Research & Development,4,2,1,1,4066,No,11,1,2,3,0,0,0,1
No,Travel_Rarely,Research & Development,2,4,2,1,5208,No,11,4,0,3,1,0,0,1
No,Travel_Rarely,Research & Development,2,1,2,1,4877,No,21,2,1,2,0,0,0,1
No,Travel_Rarely,Research & Development,3,3,1,4,3117,No,18,3,0,3,2,0,0,1
Yes,Travel_Frequently,Sales,2,3,1,4,1569,Yes,12,3,0,4,0,1,1,2
No,Travel_Rarely,Human Resources,4,3,5,3,19658,No,11,3,1,3,1,0,0,1
No,Travel_Rarely,Research & Development,3,2,2,3,3069,No,15,4,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,1,2,3,3,10435,No,13,4,2,3,14,0,0,1
No,Non-Travel,Research & Development,3,3,2,3,4148,No,12,4,1,3,2,0,0,0
No,Travel_Rarely,Research & Development,3,3,2,3,5768,No,17,1,3,2,0,0,0,1
No,Travel_Frequently,Research & Development,1,3,2,3,5042,No,13,4,0,1,3,0,0,2
No,Travel_Rarely,Research & Development,4,2,2,4,5770,No,19,1,2,3,3,0,0,1
No,Travel_Rarely,Research & Development,4,2,3,3,7756,Yes,19,4,1,4,0,0,1,1
Yes,Travel_Rarely,Sales,4,2,3,1,10306,No,17,3,0,3,6,1,0,1
No,Travel_Rarely,Research & Development,2,3,1,2,3936,No,11,1,1,1,7,0,0,1
No,Travel_Rarely,Research & Development,3,3,3,4,7945,Yes,15,4,0,2,3,0,1,1
No,Travel_Frequently,Human Resources,1,3,2,4,5743,Yes,11,3,0,3,0,0,1,2
No,Travel_Frequently,Research & Development,3,2,4,4,15202,No,25,2,1,3,2,0,0,2
Yes,Travel_Rarely,Sales,1,1,2,4,5440,Yes,14,4,2,2,2,1,1,1
No,Travel_Frequently,Research & Development,1,3,1,4,3760,Yes,13,3,0,3,1,0,1,2
No,Travel_Rarely,Research & Development,2,4,1,3,3517,No,17,1,0,3,0,0,0,1
No,Travel_Frequently,Research & Development,4,3,1,4,2580,No,13,3,0,2,1,0,0,2
Yes,Travel_Rarely,Research & Development,1,3,1,1,2166,Yes,14,2,0,1,0,1,1,1
No,Travel_Rarely,Sales,3,2,2,3,5869,No,11,3,0,3,1,0,0,1
No,Travel_Rarely,Research & Development,2,3,3,1,8008,No,12,3,2,3,0,0,0,1
No,Travel_Frequently,Research & Development,4,4,2,3,5206,No,17,3,2,3,0,0,0,2
No,Travel_Rarely,Research & Development,4,3,2,2,5295,No,21,3,0,3,1,0,0,1
No,Travel_Rarely,Research & Development,1,3,4,2,16413,No,16,2,2,3,1,0,0,1
No,Travel_Rarely,Research & Development,4,2,3,1,13269,No,15,3,3,3,1,0,0,1
No,Travel_Rarely,Sales,3,3,1,3,2783,No,19,1,0,3,2,0,0,1
No,Travel_Rarely,Research & Development,4,3,2,2,5433,No,12,3,1,3,7,0,0,1
No,Travel_Rarely,Research & Development,1,3,1,2,2013,No,11,3,0,3,1,0,0,1
No,Travel_Rarely,Research & Development,3,2,4,3,13966,Yes,19,2,1,3,2,0,1,1
No,Non-Travel,Research & Development,4,2,2,3,4374,No,15,3,0,3,1,0,0,0
No,Travel_Rarely,Research & Development,4,4,2,1,6842,No,20,1,1,3,0,0,0,1
No,Travel_Rarely,Research & Development,2,3,4,3,17426,No,25,3,1,3,4,0,0,1
No,Travel_Rarely,Research & Development,3,2,4,3,17603,No,24,1,1,3,6,0,0,1
Yes,Travel_Frequently,Sales,4,3,2,4,4581,Yes,24,1,0,4,6,1,1,2
No,Travel_Frequently,Research & Development,4,3,2,4,4735,No,15,4,2,4,2,0,0,2
No,Travel_Rarely,Sales,1,2,2,2,4187,Yes,13,2,1,2,0,0,1,1
No,Travel_Rarely,Sales,4,3,2,4,5505,No,14,3,2,3,0,0,0,1
No,Travel_Rarely,Research & Development,4,3,2,2,5470,No,13,3,2,2,1,0,0,1
No,Travel_Rarely,Sales,1,3,2,4,5476,No,11,1,2,3,0,0,0,1
No,Travel_Rarely,Research & Development,4,3,1,1,2587,Yes,16,2,1,2,2,0,1,1
No,Travel_Frequently,Research & Development,4,2,1,2,2440,No,22,2,0,3,3,0,0,2
No,Travel_Rarely,Sales,2,4,4,2,15972,No,14,3,3,3,1,0,0,1
No,Travel_Rarely,Research & Development,3,3,4,3,15379,No,14,1,0,3,0,0,0,1
No,Travel_Rarely,Sales,4,3,3,3,7082,Yes,16,4,0,3,0,0,1,1
